Geneid	Chr	Start	End	Strand	Length	70aU	70bU	70ai	70bi	RAD50-3U	RAD50-4U	RAD50-3i	RAD50-4i
Tb427_000152900	Chr11_3B_Tb427v10	251152	251652	+	501	0	0	0	0	0	0	0	0
Tb427_100122800	Chr10_core_Tb427v10	2807408	2807761	+	354	0	0	0	0	0	0	0	0
Tb427_090047000	Chr9_core_Tb427v10	1076251	1078008	-	1758	0	2	0	0	0	0	0	0
Tb427_110128000	Chr11_core_Tb427v10	3050659	3051645	+	987	0	4	4	0	0	0	6	1
Tb427_000250400:pseudogene	Chr1_3B_Tb427v10	167981	169376	-	1396	0	0	0	0	0	0	0	0
Tb427_090087500	Chr9_core_Tb427v10	2033334	2034941	+	1608	0	0	0	0	0	0	0	0
Tb427_050028300	Chr5_core_Tb427v10	750296	751726	+	1431	0	16	2	6	0	0	0	0
Tb427_000050300:pseudogene	Chr10_3A_Tb427v10	778797	779316	-	520	0	0	0	0	0	0	0	0
Tb427_000571100:pseudogene	Chr9_3A_Tb427v10	609185	610462	-	1278	0	0	0	0	0	0	0	0
Tb427_000186400:pseudogene	Chr1_3A_Tb427v10	345479	346849	-	1371	0	0	0	0	0	0	0	0
Tb427_100005800	Chr10_core_Tb427v10	9367	10467	+	1101	0	0	0	0	0	0	0	0
Tb427_000712700	unitig_2120_Tb427v10	19057	21555	-	2499	136	6	4	0	4	8	2	2
Tb427_000363600:pseudogene	Chr5_3A_Tb427v10	422270	423670	-	1401	0	0	0	0	0	0	0	0
Tb427_050052700:pseudogene	Chr5_core_Tb427v10	1391960	1392732	-	773	98	86	66	6	22	50	12	33
Tb427_000339200:pseudogene	Chr4_3B_Tb427v10	121637	122971	-	1335	0	0	0	0	0	0	0	0
Tb427_100028300	Chr10_core_Tb427v10	574010	574471	-	462	0	0	0	0	0	0	0	0
Tb427_000291600:pseudogene	Chr3_5A_Tb427v10	100555	101951	+	1397	0	0	0	0	0	0	0	0
Tb427_000658400	unitig_1858_Tb427v10	19035	20360	+	1326	1	0	0	0	0	4	0	0
Tb427_080021700	Chr8_core_Tb427v10	481853	482629	-	777	66	48	17	10	37	47	6	2
Tb427_060029200	Chr6_core_Tb427v10	634901	636241	+	1341	0	0	0	0	0	0	0	0
Tb427_090064300	Chr9_core_Tb427v10	1479712	1481046	+	1335	0	45	2	4	20	32	8	12
Tb427_080064500	Chr8_core_Tb427v10	1622087	1623001	+	915	0	0	0	0	0	0	0	0
Tb427_000592200:pseudogene	Chr9_3A_Tb427v10	1227901	1228734	-	834	0	0	0	0	0	0	0	0
Tb427_000587600	Chr9_3A_Tb427v10	1088524	1089147	+	624	0	0	0	0	0	0	0	0
Tb427_000636500:pseudogene	unitig_148_Tb427v10	59022	59484	-	463	0	0	0	0	0	0	0	0
Tb427_000103000	Chr10_3B_Tb427v10	851015	852227	-	1213	0	0	0	0	0	0	0	0
Tb427_000355500	Chr5_3A_Tb427v10	172995	174260	-	1266	0	0	0	0	0	0	1	2
Tb427_000341300:pseudogene	Chr4_3B_Tb427v10	190456	191335	+	880	0	0	0	0	0	0	0	0
Tb427_000173400	Chr11_3B_Tb427v10	898963	900821	-	1859	0	0	0	0	0	0	0	0
Tb427_090077200	Chr9_core_Tb427v10	1757213	1761058	+	3846	34	11	0	5	6	22	4	2
Tb427_000254300:pseudogene	Chr1_3B_Tb427v10	302556	304107	+	1552	0	0	0	0	0	0	0	0
Tb427_110122100	Chr11_core_Tb427v10	2897815	2899041	+	1227	0	2	1	1	13	12	2	3
Tb427_000302200:pseudogene	Chr3_5A_Tb427v10	434375	436027	+	1653	4	2	0	0	2	8	241	235
Tb427_100105000	Chr10_core_Tb427v10	2422690	2424717	+	2028	0	10	2	2	1	16	0	2
Tb427_030016500	Chr3_core_Tb427v10	319437	320453	-	1017	0	8	2	0	3	6	4	10
Tb427_110168700	Chr11_core_Tb427v10	4068833	4069459	-	627	0	15	0	0	14	3	1	1
Tb427_040015300	Chr4_core_Tb427v10	262570	263694	-	1125	338	481	40	22	289	239	63	51
Tb427_000464800	Chr7_5A_Tb427v10	331678	332835	+	1158	0	0	0	0	0	0	0	0
Tb427_060014300	Chr6_core_Tb427v10	322775	325366	-	2592	37	6	0	4	0	0	2	0
Tb427_100151900	Chr10_core_Tb427v10	3489936	3490916	-	981	0	0	0	0	0	0	0	0
Tb427_060009900	Chr6_core_Tb427v10	178611	183113	-	4503	0	17	2	0	0	7	3	4
Tb427_080018600	Chr8_core_Tb427v10	405158	406822	+	1665	0	2	2	0	0	0	2	2
Tb427_000678200:pseudogene	unitig_1906_Tb427v10	16915	17541	-	627	0	0	0	0	0	0	0	0
Tb427_090074600	Chr9_core_Tb427v10	1693476	1697120	+	3645	73	112	14	3	78	36	20	70
Tb427_110129800	Chr11_core_Tb427v10	3092074	3093030	+	957	0	12	0	2	0	0	2	2
Tb427_000569500:pseudogene	Chr9_3A_Tb427v10	565338	566812	-	1475	0	0	0	0	15	0	0	0
Tb427_000442100	Chr6_3B_Tb427v10	707309	708883	-	1575	0	0	0	0	0	0	5	4
Tb427_110082400	Chr11_core_Tb427v10	2107543	2109720	-	2178	0	24	0	2	14	12	0	2
Tb427_110069700	Chr11_core_Tb427v10	1794091	1794528	-	438	0	0	0	0	0	0	0	0
Tb427_000270500	Chr1_5A_Tb427v10	66135	66461	+	327	0	0	0	0	0	0	0	0
Tb427_000113600	Chr11_3A_Tb427v10	107492	108715	+	1224	0	0	0	0	0	0	0	0
Tb427_040039300	Chr4_core_Tb427v10	845952	846461	-	510	0	8	0	0	6	2	0	0
Tb427_000022800	BES5_Tb427v10	28796	32602	+	3807	0	39	6	6	44	44	2	6
Tb427_110024800	Chr11_core_Tb427v10	542670	544322	+	1653	0	16	32	10	11	14	0	25
Tb427_070005600	Chr7_core_Tb427v10	23544	25160	+	1617	0	16	4	4	0	0	2	1
Tb427_000655000	unitig_1853_Tb427v10	21522	21848	+	327	0	0	0	0	0	0	0	0
Tb427_080063800	Chr8_core_Tb427v10	1601107	1601700	+	594	0	0	0	0	0	0	0	0
Tb427_000084200	Chr10_3B_Tb427v10	275623	277236	+	1614	0	0	0	2	35	40	25	46
Tb427_000689200	unitig_1930_Tb427v10	18162	19667	-	1506	0	0	0	0	0	2	0	0
Tb427_050021900	Chr5_core_Tb427v10	557698	558366	+	669	0	1	0	0	0	0	4	0
Tb427_100140500	Chr10_core_Tb427v10	3252130	3252417	-	288	11	2	0	0	0	0	0	0
Tb427_000816800:pseudogene	unitig_301_Tb427v10	10850	11168	+	319	49	112	14	12	61	54	49	58
Tb427_070076900	Chr7_core_Tb427v10	1971700	1973172	-	1473	0	0	0	0	0	4	4	2
Tb427_050015700	Chr5_core_Tb427v10	390474	392441	+	1968	27	11	0	1	0	2	0	9
Tb427_060015200	Chr6_core_Tb427v10	345779	348004	-	2226	0	6	9	2	0	6	4	13
Tb427_000559900	Chr9_3A_Tb427v10	289583	290068	-	486	0	0	0	0	0	0	0	0
Tb427_030027700	Chr3_core_Tb427v10	575964	579035	-	3072	0	5	0	0	1	0	0	4
Tb427_000594400:pseudogene	Chr9_3A_Tb427v10	1304142	1305308	+	1167	0	0	0	0	0	0	0	0
Tb427_000545700:pseudogene	Chr8_5B_Tb427v10	675158	676315	-	1158	0	0	0	0	0	0	0	0
Tb427_000598000:pseudogene	Chr9_3A_Tb427v10	1410722	1412332	-	1611	0	7	0	0	14	11	56	59
Tb427_060012000	Chr6_core_Tb427v10	260872	263208	-	2337	0	0	0	0	4	0	0	0
Tb427_100158000	Chr10_core_Tb427v10	3663466	3664734	+	1269	0	0	0	0	2	0	2	0
Tb427_000114100:pseudogene	Chr11_3A_Tb427v10	123017	123824	+	808	0	0	0	0	0	0	0	0
Tb427_050047100	Chr5_core_Tb427v10	1299015	1299293	-	279	0	0	0	0	0	4	0	0
Tb427_100105500	Chr10_core_Tb427v10	2432129	2432926	+	798	0	12	0	0	0	0	0	0
Tb427_000170600:pseudogene	Chr11_3B_Tb427v10	817726	819263	+	1538	0	0	0	0	0	0	0	0
Tb427_040007100	Chr4_core_Tb427v10	65729	66340	-	612	0	0	3	0	2	13	3	10
Tb427_000824800	unitig_308_Tb427v10	23575	23901	+	327	0	0	0	0	0	0	0	0
Tb427_080025900	Chr8_core_Tb427v10	559367	559966	+	600	91	148	57	46	90	117	12	49
Tb427_070028400	Chr7_core_Tb427v10	604215	604583	-	369	0	2	0	0	0	0	0	0
Tb427_000138500:pseudogene	Chr11_3A_Tb427v10	882730	883303	-	574	0	0	0	0	0	0	0	0
Tb427_000065900:pseudogene	Chr10_3A_Tb427v10	1334630	1335472	-	843	0	0	0	0	0	0	0	0
Tb427_000047400:pseudogene	Chr10_3A_Tb427v10	704005	705518	+	1514	0	0	0	0	0	0	0	0
Tb427_000299400:pseudogene	Chr3_5A_Tb427v10	340085	341462	+	1378	0	0	0	0	0	0	0	0
Tb427_100157300	Chr10_core_Tb427v10	3639355	3640908	+	1554	3	24	9	2	29	1	6	14
Tb427_000849800	Chr11_3B_Tb427v10	833795	834937	+	1143	0	0	0	0	0	0	0	0
Tb427_080057500	Chr8_core_Tb427v10	1446585	1449731	+	3147	0	9	6	0	33	26	2	0
Tb427_000821200	unitig_3076_Tb427v10	28302	33869	+	5568	1	0	0	0	0	0	0	2
Tb427_000257500:pseudogene	Chr1_3B_Tb427v10	396944	398440	-	1497	0	0	0	0	0	0	0	0
Tb427_070017100	Chr7_core_Tb427v10	321739	322467	+	729	0	0	3	0	2	0	0	1
Tb427_050013400:pseudogene	Chr5_core_Tb427v10	323120	323899	+	780	0	1	0	2	5	11	4	2
Tb427_000845300	Chr10_3A_Tb427v10	1067336	1068256	+	921	0	0	0	0	0	0	0	0
Tb427_000018900:pseudogene	BES3_Tb427v10	25348	25867	-	520	0	0	0	0	0	0	0	0
Tb427_000240000	Chr1_3A_Tb427v10	2000800	2002236	-	1437	0	0	0	0	0	0	0	0
Tb427_100074200	Chr10_core_Tb427v10	1739786	1740748	+	963	0	0	0	0	0	0	0	0
Tb427_070006400	Chr7_core_Tb427v10	36486	37163	+	678	2	0	0	0	0	0	0	0
Tb427_070072500	Chr7_core_Tb427v10	1817821	1821030	-	3210	0	10	0	0	0	0	0	0
Tb427_060007300:pseudogene	Chr6_core_Tb427v10	88964	92203	+	3240	29	0	2	2	6	0	0	6
Tb427_110052400	Chr11_core_Tb427v10	1329315	1331060	+	1746	40	26	0	1	0	30	22	10
Tb427_020005400	Chr2_core_Tb427v10	26216	26806	+	591	0	0	0	6	0	0	2	1
Tb427_090082900	Chr9_core_Tb427v10	1888124	1889143	-	1020	0	0	0	0	0	0	0	0
Tb427_100161200	Chr10_core_Tb427v10	3726079	3727536	+	1458	1	30	0	0	30	29	4	2
Tb427_000310700:pseudogene	Chr4_3A_Tb427v10	178437	178892	+	456	0	0	0	0	0	0	0	0
Tb427_000646800	unitig_1840_Tb427v10	13732	15750	-	2019	0	0	0	0	0	0	0	0
Tb427_000160900:pseudogene	Chr11_3B_Tb427v10	510103	511654	-	1552	0	0	0	0	0	0	0	0
Tb427_040025100	Chr4_core_Tb427v10	511724	512293	+	570	0	8	0	0	10	4	0	0
Tb427_100094500	Chr10_core_Tb427v10	2157840	2159096	+	1257	0	0	2	0	0	0	2	0
Tb427_000791800	unitig_2568_Tb427v10	11311	12474	+	1164	0	0	0	0	0	0	0	0
Tb427_020015300	Chr2_core_Tb427v10	319977	321287	+	1311	2	24	2	2	4	21	0	2
Tb427_000211600:pseudogene	Chr1_3A_Tb427v10	1085345	1086195	-	851	0	0	0	0	0	0	0	0
Tb427_020020500	Chr2_core_Tb427v10	496789	497463	-	675	4	60	13	0	26	53	13	23
Tb427_000583600	Chr9_3A_Tb427v10	990519	990890	+	372	0	0	0	0	0	0	0	0
Tb427_000020100	BES3_Tb427v10	55169	56146	+	978	0	0	0	0	0	0	6	2
Tb427_070074200	Chr7_core_Tb427v10	1882319	1883332	-	1014	32	50	0	8	128	111	18	20
Tb427_000105300	Chr10_3B_Tb427v10	923969	925018	-	1050	0	0	0	0	0	0	0	0
Tb427_000825600	unitig_309_Tb427v10	10612	15597	+	4986	0	0	0	0	0	0	0	0
Tb427_110082800:pseudogene	Chr11_core_Tb427v10	2119551	2120463	-	913	1	14	0	0	0	4	0	6
Tb427_000792900:pseudogene	unitig_2569_Tb427v10	21775	23352	+	1578	3	28	4	0	8	13	6	2
Tb427_030060100	Chr3_core_Tb427v10	1450798	1451964	+	1167	41	12	0	0	3	2	0	7
Tb427_000553600	Chr9_3A_Tb427v10	133296	133589	-	294	0	0	0	0	0	0	0	0
Tb427_000127800	Chr11_3A_Tb427v10	563564	564013	-	450	0	0	0	0	0	0	0	0
Tb427_090028200	Chr9_core_Tb427v10	608092	609189	+	1098	0	2	0	0	0	0	0	4
Tb427_070022000	Chr7_core_Tb427v10	422232	423446	+	1215	0	2	0	0	4	0	0	8
Tb427_000012200:pseudogene	BES15_Tb427v10	65568	67074	+	1507	0	0	0	0	0	0	0	0
Tb427_080047200	Chr8_core_Tb427v10	1135969	1139211	-	3243	0	10	0	0	0	1	2	1
Tb427_000395900:pseudogene	Chr6_3A_Tb427v10	531047	531722	-	676	0	0	0	0	0	0	0	0
Tb427_000789600:pseudogene	unitig_252_Tb427v10	51207	52730	+	1524	0	0	0	0	0	0	0	0
Tb427_000115900:pseudogene	Chr11_3A_Tb427v10	188309	189767	+	1459	0	0	0	0	0	0	0	0
Tb427_090062400	Chr9_core_Tb427v10	1419070	1419876	-	807	161	32	10	18	8	35	33	18
Tb427_050031600	Chr5_core_Tb427v10	869356	872100	+	2745	24	15	6	17	0	31	26	14
Tb427_000716800:pseudogene	unitig_2137_Tb427v10	19730	21143	-	1414	0	0	0	0	0	0	0	0
Tb427_000841700	unitig_62_Tb427v10	5944	6062	-	119	0	0	0	0	0	0	0	0
Tb427_060035700	Chr6_core_Tb427v10	796877	797587	+	711	0	40	4	10	22	35	8	0
Tb427_000228200:pseudogene	Chr1_3A_Tb427v10	1620303	1621174	-	872	0	0	0	0	0	0	0	0
Tb427_080069600	Chr8_core_Tb427v10	1742112	1742954	+	843	0	1	4	4	11	3	0	0
Tb427_000125400:pseudogene	Chr11_3A_Tb427v10	488730	490300	-	1571	0	0	0	0	0	0	0	0
Tb427_000185100	Chr1_3A_Tb427v10	316031	317503	-	1473	0	0	0	0	0	0	0	0
Tb427_110189300	Chr11_core_Tb427v10	4603867	4605225	-	1359	0	0	0	0	0	4	0	0
Tb427_030059500	Chr3_core_Tb427v10	1436049	1436864	+	816	0	0	0	0	0	0	0	0
Tb427_100130400	Chr10_core_Tb427v10	2982961	2983362	-	402	0	0	0	0	9	0	0	0
Tb427_000015100	BES1_Tb427v10	44314	46206	+	1893	16	193	65	72	386	187	81	155
Tb427_000707600	unitig_2087_Tb427v10	5081	5950	-	870	0	0	0	0	0	0	0	0
Tb427_000842300	unitig_62_Tb427v10	10398	10516	-	119	0	0	0	0	0	0	0	0
Tb427_080068600	Chr8_core_Tb427v10	1712261	1713526	+	1266	0	0	0	0	3	12	2	2
Tb427_000842600	unitig_62_Tb427v10	12617	12735	-	119	0	0	0	0	0	0	0	0
Tb427_100136700	Chr10_core_Tb427v10	3141903	3144782	-	2880	0	18	2	0	0	24	0	6
Tb427_080055000	Chr8_core_Tb427v10	1364021	1365823	+	1803	108	121	14	14	29	54	21	19
Tb427_030038800	Chr3_core_Tb427v10	876753	877227	+	475	32	0	0	0	0	0	0	3
Tb427_110051500	Chr11_core_Tb427v10	1309464	1311536	+	2073	0	45	14	4	9	50	0	13
Tb427_110045600	Chr11_core_Tb427v10	1141455	1144889	+	3435	0	12	0	0	0	30	4	2
Tb427_020031400	Chr2_core_Tb427v10	798580	799842	+	1263	0	4	0	0	8	12	0	12
Tb427_110104500	Chr11_core_Tb427v10	2631669	2633963	-	2295	0	30	4	0	26	19	4	4
Tb427_100086900	Chr10_core_Tb427v10	1995125	1995859	-	735	0	2	0	2	10	0	0	0
Tb427_070069200	Chr7_core_Tb427v10	1719157	1719978	-	822	0	0	0	0	0	0	0	0
Tb427_060056300	Chr6_core_Tb427v10	1281374	1281697	+	324	364	276	89	98	219	202	77	222
Tb427_000376300:pseudogene	Chr5_3B_Tb427v10	301951	303561	-	1611	0	0	0	0	0	0	0	0
Tb427_090050100	Chr9_core_Tb427v10	1146122	1147405	-	1284	474	658	184	131	477	498	242	294
Tb427_000764800:pseudogene	unitig_2448_Tb427v10	34398	36261	-	1864	76	32	1	2	27	18	13	15
Tb427_110173700	Chr11_core_Tb427v10	4194822	4195685	-	864	0	0	0	0	0	0	0	0
Tb427_080045800	Chr8_core_Tb427v10	1095915	1098167	-	2253	0	0	0	0	0	0	0	0
Tb427_000070900:pseudogene	Chr10_3A_Tb427v10	1478085	1478869	-	785	0	0	0	0	0	0	0	0
Tb427_000313600	Chr4_3A_Tb427v10	256567	258054	-	1488	0	0	0	0	0	0	0	0
Tb427_100081800	Chr10_core_Tb427v10	1902485	1903840	-	1356	0	0	0	0	0	0	0	0
Tb427_000268800	Chr1_5A_Tb427v10	10877	11194	+	318	0	0	0	0	1	0	0	1
Tb427_100114300	Chr10_core_Tb427v10	2610482	2615194	-	4713	0	4	0	0	11	2	0	0
Tb427_000155600:pseudogene	Chr11_3B_Tb427v10	351450	352766	+	1317	0	0	0	0	0	0	0	0
Tb427_100156500	Chr10_core_Tb427v10	3609680	3610603	-	924	246	402	133	72	317	312	199	246
Tb427_040015400	Chr4_core_Tb427v10	264205	265620	-	1416	0	0	0	0	2	0	0	0
Tb427_000280500:pseudogene	Chr2_5A_Tb427v10	70225	71813	+	1589	0	0	0	0	0	0	0	0
Tb427_090038500	Chr9_core_Tb427v10	872987	873190	+	204	0	0	0	0	0	0	0	0
Tb427_100115100	Chr10_core_Tb427v10	2630197	2631906	-	1710	0	12	0	2	0	4	2	8
Tb427_020010100	Chr2_core_Tb427v10	178395	179693	-	1299	0	2	0	0	0	0	0	0
Tb427_000191500:pseudogene	Chr1_3A_Tb427v10	520574	521599	-	1026	0	0	0	0	0	0	0	0
Tb427_030012600	Chr3_core_Tb427v10	199591	202434	+	2844	0	0	0	9	0	0	0	0
Tb427_030048700	Chr3_core_Tb427v10	1131906	1132673	-	768	0	0	0	0	0	0	0	0
Tb427_000696000:pseudogene	unitig_1976_Tb427v10	27649	28016	+	368	1	0	0	0	0	0	0	0
Tb427_000435200:pseudogene	Chr6_3B_Tb427v10	458273	459615	+	1343	0	0	0	0	0	0	0	0
Tb427_070038200	Chr7_core_Tb427v10	843646	844767	-	1122	0	0	0	0	2	0	0	0
Tb427_000391100	Chr6_3A_Tb427v10	388529	390097	-	1569	0	0	0	0	0	0	0	0
Tb427_110140900	Chr11_core_Tb427v10	3371584	3372981	+	1398	33	13	8	2	9	15	2	0
Tb427_070043000	Chr7_core_Tb427v10	981804	983330	-	1527	32	32	6	4	6	16	6	8
Tb427_100044400	Chr10_core_Tb427v10	1038408	1039628	-	1221	0	22	2	6	2	0	4	12
Tb427_000263300:pseudogene	Chr1_3B_Tb427v10	556909	558474	-	1566	0	0	0	0	0	0	0	0
Tb427_000206800:pseudogene	Chr1_3A_Tb427v10	948684	950153	+	1470	0	0	0	0	0	0	0	0
Tb427_000686000	unitig_1926_Tb427v10	19512	21139	-	1628	0	0	0	0	0	0	0	0
Tb427_100146100	Chr10_core_Tb427v10	3367565	3368860	-	1296	0	8	0	3	2	1	2	2
Tb427_000058500:pseudogene	Chr10_3A_Tb427v10	1036505	1037869	+	1365	0	0	0	0	0	0	0	0
Tb427_000455600:pseudogene	Chr7_5A_Tb427v10	69310	70878	+	1569	0	0	0	0	0	0	0	0
Tb427_080035700	Chr8_core_Tb427v10	796302	796664	+	363	0	0	0	4	0	0	3	0
Tb427_100007500	Chr10_core_Tb427v10	39023	40456	+	1434	0	4	0	0	0	0	0	0
Tb427_060047000	Chr6_core_Tb427v10	1086887	1088674	-	1788	0	3	0	0	0	0	0	0
Tb427_000171400:pseudogene	Chr11_3B_Tb427v10	844383	845686	+	1304	0	0	0	0	0	0	0	0
Tb427_000136500:pseudogene	Chr11_3A_Tb427v10	830193	831645	-	1453	0	0	0	0	0	0	0	0
Tb427_000040000	Chr10_3A_Tb427v10	471870	473516	-	1647	0	4	0	1	15	0	9	0
Tb427_090036700	Chr9_core_Tb427v10	816855	819035	+	2181	28	3	3	0	19	8	8	2
Tb427_000822100:pseudogene	unitig_307_Tb427v10	6948	7414	-	467	0	0	0	0	0	1	0	0
Tb427_000143900	Chr11_3A_Tb427v10	1057111	1057485	-	375	0	0	0	0	0	0	0	0
Tb427_050012700	Chr5_core_Tb427v10	298222	299214	+	993	2	6	0	2	4	4	2	4
Tb427_000418600	Chr6_3A_Tb427v10	1269386	1270660	-	1275	0	0	0	0	0	0	0	0
Tb427_000668600	unitig_1884_Tb427v10	12581	13267	-	687	0	0	0	0	0	0	0	0
Tb427_090057400	Chr9_core_Tb427v10	1306525	1308990	-	2466	0	0	14	0	2	8	0	12
Tb427_070048300	Chr7_core_Tb427v10	1138341	1139234	-	894	0	4	0	0	0	1	0	0
Tb427_000782900	unitig_2495_Tb427v10	1365	1880	+	516	12	0	0	0	0	0	0	0
Tb427_090072400	Chr9_core_Tb427v10	1655510	1656538	+	1029	0	6	0	0	0	0	2	0
Tb427_060044300	Chr6_core_Tb427v10	1037202	1038482	-	1281	0	0	0	0	0	0	2	0
Tb427_100137500	Chr10_core_Tb427v10	3160073	3162313	-	2241	213	138	38	14	89	73	39	60
Tb427_000123800:pseudogene	Chr11_3A_Tb427v10	435351	437235	-	1885	0	0	0	0	0	0	0	0
Tb427_000547200:pseudogene	Chr8_5B_Tb427v10	730130	731590	+	1461	0	0	0	0	0	0	0	0
Tb427_050045900	Chr5_core_Tb427v10	1272583	1275531	+	2949	0	0	0	0	0	0	0	0
Tb427_000519300	Chr8_5A_Tb427v10	597618	598073	+	456	0	0	0	0	8	5	0	5
Tb427_000222300:pseudogene	Chr1_3A_Tb427v10	1437167	1437660	+	494	0	11	0	2	14	17	0	3
Tb427_040039400	Chr4_core_Tb427v10	847323	848768	-	1446	0	0	2	0	5	0	0	0
Tb427_000185700:pseudogene	Chr1_3A_Tb427v10	329249	329680	-	432	0	0	0	0	0	0	0	0
Tb427_080021000	Chr8_core_Tb427v10	460512	461741	-	1230	0	10	0	0	0	0	0	0
Tb427_060048900	Chr6_core_Tb427v10	1114967	1116235	-	1269	0	0	0	0	0	0	0	0
Tb427_110039100	Chr11_core_Tb427v10	967616	968554	+	939	0	0	0	0	0	0	0	0
Tb427_000600500	Chr9_3A_Tb427v10	1482441	1483985	+	1545	0	0	0	0	0	0	20	8
Tb427_070012600	Chr7_core_Tb427v10	199930	212268	-	12339	116	217	20	4	85	112	28	44
Tb427_110137300	Chr11_core_Tb427v10	3282639	3284504	+	1866	0	4	0	0	0	0	0	0
Tb427_090074300	Chr9_core_Tb427v10	1689847	1691385	+	1539	73	38	9	2	25	43	8	2
Tb427_020014600	Chr2_core_Tb427v10	307407	307784	+	378	0	0	0	0	0	4	0	0
Tb427_000695500:pseudogene	unitig_1976_Tb427v10	4578	5067	-	490	4	2	0	0	0	0	0	0
Tb427_010018400	Chr1_core_Tb427v10	399704	401059	+	1356	0	47	0	2	8	12	4	0
Tb427_110063100	Chr11_core_Tb427v10	1612790	1615291	+	2502	0	22	8	0	14	0	10	0
Tb427_000820900:pseudogene	unitig_3076_Tb427v10	9561	11623	+	2063	9	16	6	2	10	8	8	8
Tb427_000086800	Chr10_3B_Tb427v10	349845	351446	+	1602	0	0	0	0	0	0	0	0
Tb427_100160400	Chr10_core_Tb427v10	3708803	3710890	+	2088	52	20	0	4	0	8	0	6
Tb427_000662100	unitig_1863_Tb427v10	12693	14828	+	2136	0	0	0	0	0	0	0	0
Tb427_000385400:pseudogene	Chr6_3A_Tb427v10	220287	221801	-	1515	0	0	0	0	0	0	0	4
Tb427_000833500:pseudogene	unitig_395_Tb427v10	17014	18446	+	1433	158	354	46	51	171	239	60	111
Tb427_050040700	Chr5_core_Tb427v10	1135378	1136964	-	1587	0	17	6	2	18	10	0	4
Tb427_040011800	Chr4_core_Tb427v10	191718	192770	-	1053	0	0	4	0	0	4	0	0
Tb427_110071400	Chr11_core_Tb427v10	1837794	1838195	-	402	0	53	0	0	0	0	2	2
Tb427_070074400	Chr7_core_Tb427v10	1884786	1884868	-	83	0	0	0	0	0	0	0	0
Tb427_100095700	Chr10_core_Tb427v10	2193937	2194566	+	630	22	0	0	0	0	0	0	2
Tb427_000574000:pseudogene	Chr9_3A_Tb427v10	686691	688071	+	1381	0	0	0	0	0	0	0	0
Tb427_000270400:pseudogene	Chr1_5A_Tb427v10	63586	65451	-	1866	3	38	10	3	31	36	6	8
Tb427_000652000:pseudogene	unitig_1852_Tb427v10	304	1521	+	1218	0	0	0	0	0	0	0	0
Tb427_110183100	Chr11_core_Tb427v10	4426522	4427073	-	552	0	18	6	14	15	18	3	4
Tb427_000497800	Chr8_3A_Tb427v10	425597	427177	+	1581	0	0	0	0	0	0	0	0
Tb427_000813600:pseudogene	unitig_2996_Tb427v10	22972	23328	-	357	0	0	0	0	0	0	0	0
Tb427_090056300	Chr9_core_Tb427v10	1284539	1286155	-	1617	0	0	2	2	8	10	2	0
Tb427_000160500:pseudogene	Chr11_3B_Tb427v10	500209	501764	-	1556	0	0	0	0	0	0	0	0
Tb427_000609300	Chr9_3B_Tb427v10	276927	278468	-	1542	0	0	0	0	0	0	0	0
Tb427_100094300	Chr10_core_Tb427v10	2154480	2155502	+	1023	0	0	0	2	0	0	2	8
Tb427_100062600	Chr10_core_Tb427v10	1438072	1452312	-	14241	109	12	5	0	4	6	8	4
Tb427_010014800	Chr1_core_Tb427v10	294813	298328	+	3516	0	14	0	0	14	26	6	2
Tb427_080068000	Chr8_core_Tb427v10	1699150	1700139	+	990	0	10	8	2	0	4	0	2
Tb427_020021000	Chr2_core_Tb427v10	504722	507109	-	2388	0	3	0	0	0	8	4	2
Tb427_110076400	Chr11_core_Tb427v10	1966860	1967705	-	846	36	87	4	22	84	46	26	32
Tb427_000785400:pseudogene	unitig_2501_Tb427v10	2176	2802	+	627	0	0	0	0	0	0	0	0
Tb427_000385100:pseudogene	Chr6_3A_Tb427v10	210720	212128	-	1409	0	0	0	0	0	0	0	0
Tb427_000603400	Chr9_3B_Tb427v10	83084	83464	+	381	0	0	0	0	0	0	0	0
Tb427_100097900	Chr10_core_Tb427v10	2244499	2246289	+	1791	0	0	2	0	0	0	0	4
Tb427_100041500	Chr10_core_Tb427v10	942019	943422	-	1404	0	0	0	0	0	0	0	0
Tb427_000738800:pseudogene	unitig_2218_Tb427v10	19750	20654	+	905	0	0	0	0	0	0	0	0
Tb427_070074800	Chr7_core_Tb427v10	1888462	1888535	+	74	0	0	0	0	0	0	0	0
Tb427_000176300	Chr1_3A_Tb427v10	50164	51555	-	1392	0	0	0	0	0	0	0	0
Tb427_000702100:pseudogene	unitig_2016_Tb427v10	21275	21778	+	504	1	2	0	0	2	6	0	0
Tb427_010019700	Chr1_core_Tb427v10	424796	425197	+	402	0	0	0	0	0	2	2	0
Tb427_000471100	Chr7_5A_Tb427v10	515160	515564	+	405	0	0	0	0	0	0	0	0
Tb427_000659800:pseudogene	unitig_1859_Tb427v10	9562	9912	-	351	0	0	0	0	0	0	0	0
Tb427_000277700:pseudogene	Chr1_5B_Tb427v10	80401	80761	-	361	0	0	0	0	0	0	0	0
Tb427_050052800	Chr5_core_Tb427v10	1402295	1406026	+	3732	0	32	2	0	0	0	0	0
Tb427_110096800	Chr11_core_Tb427v10	2462613	2463797	+	1185	0	0	2	0	0	0	0	0
Tb427_000304100:pseudogene	Chr3_5A_Tb427v10	490990	492302	+	1313	0	0	0	0	0	0	0	0
